Group A,vs. Group B,Top 10 Relative Traits,Average Valence
甘肃,宁夏,"寒微, 短见, 自满, 怠慢, 敬重, 公义, 不忍, 好大喜功, 铤而走险, 依从",-0.318
甘肃,安徽,"重蹈覆辙, 堕落, 自满, 好大喜功, 涣散, 依从, 野心, 极端, 刚愎自用, 推卸",-1.352
甘肃,山东,"涣散, 恣意, 恍惚, 寒微, 铤而走险, 乘虚而入, 漠视, 明朗, 任其自然, 一厢情愿",-0.679
甘肃,山西,"贪欲, 短见, 依恋, 堕落, 逞强, 恣意, 铤而走险, 漠视, 顺从, 恍惚",-0.986
甘肃,广东,"贪欲, 胆怯, 贪婪, 退缩, 怯懦, 忸怩, 迟疑, 坚毅, 骄横, 警惕",-0.96
甘肃,广西,"贪婪, 贪欲, 踌躇满志, 谦卑, 自满, 胆怯, 小心翼翼, 凝重, 重蹈覆辙, 安分",-0.554
甘肃,新疆,"寒微, 退缩, 逞强, 失信, 踌躇, 依从, 胆怯, 悔恨, 自负, 惶恐",-1.25
甘肃,江苏,"好大喜功, 悔改, 刚强, 公义, 寒微, 虔诚, 刚愎自用, 骁勇, 贪欲, 私欲",-0.059
甘肃,江西,"脆弱, 软弱, 灰心, 刚强, 野心, 信心, 胆怯, 公平, 不忍, 堕落",-0.212
甘肃,河北,"短见, 虔诚, 贪欲, 依赖, 贪心, 依恋, 吝啬, 妩媚, 慵懒, 豪放",-0.355
甘肃,河南,"小心翼翼, 踌躇, 寒微, 默许, 依赖, 迟疑, 涣散, 恍惚, 坚毅, 认命",-0.346
甘肃,浙江,"胆怯, 刚愎自用, 不忍, 软弱, 刚强, 好大喜功, 谋反, 涣散, 骁勇, 怯懦",-0.679
甘肃,海南,"胆怯, 进取, 信任, 猜忌, 怯懦, 信心, 寒微, 谨慎, 锐气, 自信",0.48
甘肃,湖北,"依从, 铤而走险, 默许, 贪欲, 寒微, 公平, 安分, 堕落, 野心, 警醒",-0.387
甘肃,湖南,"虔诚, 功德, 贪欲, 骁勇, 不忍, 灰心, 安分, 雍容, 迟疑, 涣散",0.187
甘肃,澳门,"寒微, 刚强, 豪迈, 本分, 厚道, 涣散, 骁勇, 木讷, 柔弱, 骄横",0.202
甘肃,福建,"刚强, 忸怩, 妩媚, 胆怯, 坚毅, 踌躇, 软弱, 骁勇, 怯懦, 癫狂",-0.077
甘肃,西藏,"寒微, 灰心, 进取, 信心, 踌躇满志, 锐气, 自满, 意气风发, 幸灾乐祸, 窝囊",0.139
甘肃,贵州,"踌躇满志, 刚强, 锐气, 坚毅, 软弱, 骁勇, 恍惚, 认命, 公义, 寒微",0.554
甘肃,辽宁,"寒微, 涣散, 依从, 铤而走险, 小心翼翼, 贪欲, 认命, 虔诚, 不忍, 踌躇",-0.456
甘肃,重庆,"寒微, 骁勇, 恍惚, 涣散, 迟疑, 不忍, 谋反, 踌躇, 半信半疑, 刚强",-0.292
甘肃,陕西,"倚赖, 寒微, 堕落, 潦倒, 任其自然, 灰心, 从良, 消极, 检点, 乐观",-0.703
甘肃,青海,"寒微, 检点, 进取, 志气, 推卸, 自满, 谋略, 灰心, 认命, 乘虚而入",-0.305
甘肃,香港,"寒微, 刚强, 灰心, 贪欲, 牛脾气, 忍心, 本分, 骁勇, 豪迈, 不忍",0.119
甘肃,黑龙江,"依从, 进取, 忠烈, 倚赖, 寒微, 踌躇满志, 忠孝, 重蹈覆辙, 好大喜功, 自满",0.274
福建,上海,"谋反, 爱民如子, 好大喜功, 忠烈, 慌忙, 忠义, 功德, 忠孝, 舞弊, 拍马屁",0.327
福建,东北,"杰出, 忠孝, 忠烈, 功德, 善恶, 拚命, 锐意, 拖延, 恍惚, 舞弊",0.602
福建,云南,"志愿, 迷信, 念旧, 判断力, 主观, 歧视, 倚老卖老, 信誉, 诡辩, 低能",-0.369
福建,内蒙古,"忠孝, 忠烈, 善恶, 念旧, 好胜心, 迷信, 推卸, 倚老卖老, 嗤之以鼻, 拜金",-0.237
福建,北京,"念旧, 作恶多端, 好胜心, 求知欲, 贪欲, 志愿, 主观, 见义勇为, 拚命, 善恶",0.357
福建,台湾,"寒微, 慌张, 挺身而出, 博学, 慌忙, 鞭策, 狼狈, 踏实, 见义勇为, 混账",0.255
福建,吉林,"忠烈, 忠孝, 迂腐, 念旧, 欺压, 恶霸, 据理力争, 嗤之以鼻, 杰出, 爱民如子",0.339
福建,四川,"判断力, 推卸, 主观, 牟利, 明辨是非, 迷信, 帮凶, 念旧, 慈善, 袒护",-0.152
福建,天津,"善恶, 功德, 短见, 杰出, 忠孝, 忠烈, 舞弊, 念旧, 作恶多端, 忘恩负义",0.131
福建,宁夏,"辩才, 志愿, 念旧, 居心, 忠孝, 正派, 推卸, 作恶多端, 牟利, 善恶",0.143
福建,安徽,"善恶, 推卸, 功德, 浑水摸鱼, 纯正, 独裁, 迷信, 消极, 锐意, 乐天",-0.227
福建,山东,"主观, 舞弊, 推卸, 漠视, 目无法纪, 迷信, 念旧, 牟利, 人情味, 蓄意",-0.884
福建,山西,"主观, 念旧, 善恶, 独立, 拚搏, 明辨是非, 怀旧, 独力, 歧视, 蓄意",0.543
福建,广东,"帮凶, 中立, 功德, 慌忙, 本分, 算计, 置身事外, 沽名钓誉, 忠烈, 贪欲",-0.36
福建,广西,"善恶, 顽固, 功德, 以牙还牙, 价值观, 守望相助, 忠孝, 中立, 趁火打劫, 明辨是非",0.428
福建,新疆,"忠孝, 忠烈, 置身事外, 庸碌, 袒护, 判断力, 秉公, 念旧, 袖手旁观, 帮凶",0.065
福建,江苏,"善恶, 迷信, 推卸, 目无法纪, 好大喜功, 悔改, 作恶多端, 刁民, 功德, 牟利",-1.013
福建,江西,"慈善, 纯正, 歧视, 独立, 独力, 善恶, 面善, 功德, 背弃, 推卸",0.489
福建,河北,"念旧, 拜金, 短见, 迷信, 怀旧, 价值观, 主观, 人情味, 自以为是, 求知欲",-0.086
福建,河南,"独力, 敏锐, 主观, 念旧, 拚搏, 本能, 熟练, 善恶, 从良, 细心",0.932
福建,浙江,"好大喜功, 蓄意, 迷信, 挑拨, 目无法纪, 瞒骗, 背弃, 谋反, 忠孝, 私欲",-1.385
福建,海南,"舞弊, 激进, 善恶, 本分, 歧视, 志愿, 进取, 忠孝, 果断, 可靠",0.625
福建,湖北,"善恶, 陋习, 推卸, 价值观, 功德, 作恶多端, 主观, 刁民, 独立, 从良",-0.107
福建,湖南,"善恶, 功德, 趁火打劫, 虔诚, 迷信, 慈悲, 帮凶, 浑水摸鱼, 作恶多端, 杰出",-0.253
福建,澳门,"本分, 刁民, 缺德, 鲁钝, 作恶多端, 混账, 文静, 忠烈, 秉性, 本能",-0.434
福建,甘肃,"信誉, 念旧, 怀旧, 善恶, 明察秋毫, 诡辩, 浑蛋, 卓越, 人情味, 判断力",0.609
福建,西藏,"上进, 倚老卖老, 志愿, 信誉, 浑蛋, 锐意, 进取, 狡辩, 冲劲, 据理力争",0.58
福建,贵州,"居心, 浑水摸鱼, 以牙还牙, 判断力, 善恶, 挑拨, 中立, 志愿, 推卸, 本能",-0.418
福建,辽宁,"瞒骗, 拚命, 善恶, 忠孝, 迷信, 居心, 杰出, 慈善, 浑蛋, 偷工减料",-0.127
福建,重庆,"善恶, 正派, 明辨是非, 判断力, 杰出, 迂腐, 败类, 作恶多端, 趁火打劫, 迷信",-0.329
福建,陕西,"志愿, 迷信, 主观, 念旧, 拜金, 陋习, 善恶, 慈善, 消极, 从良",-0.124
福建,青海,"以牙还牙, 推卸, 诡辩, 念旧, 鬼才, 志愿, 据理力争, 判断力, 检点, 上进",0.321
福建,香港,"本分, 念旧, 牛脾气, 志愿, 专一, 帮凶, 忠孝, 陋习, 心软, 博学",0.41
福建,黑龙江,"忠孝, 忠烈, 念旧, 爱民如子, 进取, 庸碌, 倚赖, 辩才, 远见, 迂腐",0.928
西藏,上海,"虔诚, 慈悲, 据为己有, 私欲, 贪欲, 谋反, 任其自然, 纯朴, 功德, 效忠",0.111
西藏,东北,"虔诚, 慈悲, 功德, 依从, 善恶, 据为己有, 贞洁, 贪欲, 倚赖, 涣散",0.042
西藏,云南,"虔诚, 迷信, 慈悲, 伟大, 慈善, 邪恶, 献身, 癖好, 耐力, 据为己有",0.298
西藏,内蒙古,"慈悲, 善恶, 迷信, 任其自然, 贞操, 虔诚, 贞洁, 善忘, 堂皇, 贪欲",0.043
西藏,北京,"虔诚, 慈悲, 贪欲, 任其自然, 悲天悯人, 纯朴, 私欲, 据为己有, 邪念, 逞强",-0.555
西藏,台湾,"虔诚, 癫狂, 洒脱, 豪放, 慈悲, 奔放, 淳朴, 贪欲, 纯朴, 豪迈",0.835
西藏,吉林,"虔诚, 慈悲, 贞洁, 纯朴, 脆弱, 纯洁, 忠贞, 据为己有, 依从, 淳朴",0.852
西藏,四川,"虔诚, 慈善, 纯洁, 慈悲, 据为己有, 温驯, 迷信, 任其自然, 朴素, 纯朴",0.73
西藏,天津,"虔诚, 慈悲, 贪欲, 善恶, 功德, 愚昧, 纯朴, 任其自然, 淳朴, 宽恕",0.604
西藏,宁夏,"慈悲, 虔诚, 任其自然, 本性, 据为己有, 癖好, 纯洁, 辩才, 纯朴, 独善其身",0.556
西藏,安徽,"慈悲, 虔诚, 极端, 任其自然, 本性, 纯洁, 堕落, 善恶, 晦涩, 独一无二",0.095
西藏,山东,"任其自然, 慈悲, 虔诚, 纯洁, 晦涩, 癫狂, 恣意, 据为己有, 善忘, 逍遥自在",0.114
西藏,山西,"纯洁, 慈悲, 虔诚, 任其自然, 纯真, 慈善, 邪恶, 奔放, 温驯, 贪欲",0.651
西藏,广东,"虔诚, 慈悲, 贪欲, 据为己有, 纯洁, 本性, 缄默, 任其自然, 纯朴, 悲天悯人",0.126
西藏,广西,"虔诚, 慈悲, 本性, 贪欲, 晦涩, 缄默, 悲天悯人, 纯洁, 劣根性, 慈善",0.072
西藏,新疆,"慈悲, 虔诚, 缄默, 贪欲, 独善其身, 癫狂, 在所不惜, 私欲, 依从, 逍遥自在",-0.03
西藏,江苏,"慈悲, 虔诚, 纯朴, 淳朴, 纯洁, 晦涩, 私欲, 任其自然, 迷信, 据为己有",0.172
西藏,江西,"慈悲, 虔诚, 脆弱, 慈善, 纯洁, 邪恶, 温驯, 任其自然, 本性, 据为己有",0.226
西藏,河北,"虔诚, 慈悲, 纯洁, 任其自然, 贪欲, 朴素, 本性, 温驯, 纯朴, 含蓄",0.755
西藏,河南,"虔诚, 纯洁, 任其自然, 慈悲, 温驯, 极端, 癖好, 脆弱, 本性, 奔放",0.256
西藏,浙江,"虔诚, 慈悲, 纯洁, 据为己有, 私欲, 温驯, 本性, 脆弱, 晦涩, 邪恶",-0.251
西藏,海南,"虔诚, 慈悲, 纯洁, 邪恶, 团结, 本性, 贞操, 纯真, 贪欲, 贞洁",0.646
西藏,湖北,"虔诚, 慈悲, 任其自然, 本性, 慈善, 贪欲, 朴素, 幽雅, 癖好, 纯洁",0.68
西藏,湖南,"虔诚, 慈悲, 功德, 善恶, 任其自然, 贪欲, 据为己有, 本性, 慈善, 温驯",0.401
西藏,澳门,"慈悲, 本性, 豪放, 淳朴, 晦涩, 虔诚, 缄默, 刚强, 极端, 癖好",0.361
西藏,甘肃,"慈悲, 癖好, 纯洁, 纯朴, 虔诚, 纯真, 慈善, 淳朴, 贞操, 浪漫",1.412
西藏,福建,"纯洁, 虔诚, 奔放, 慈悲, 任其自然, 脆弱, 豪放, 癫狂, 本性, 纯真",0.599
西藏,贵州,"慈悲, 虔诚, 纯洁, 邪恶, 本性, 缄默, 贞操, 纯真, 悲天悯人, 宁静",0.482
西藏,辽宁,"虔诚, 慈悲, 纯洁, 贪欲, 慈善, 纯朴, 本性, 任其自然, 贞洁, 小心翼翼",0.786
西藏,重庆,"慈悲, 虔诚, 善恶, 据为己有, 纯洁, 功德, 愚昧, 邪恶, 迷信, 纯朴",0.174
西藏,陕西,"慈悲, 任其自然, 纯洁, 慈善, 虔诚, 癖好, 纯朴, 迷信, 本性, 怪僻",0.461
西藏,青海,"独善其身, 迷信, 癖好, 贞操, 劣根性, 善恶, 慈悲, 独裁, 任其自然, 据为己有",-0.566
西藏,香港,"虔诚, 慈悲, 贪欲, 豪放, 淳朴, 任其自然, 据为己有, 纯朴, 本性, 癖好",0.289
西藏,黑龙江,"虔诚, 慈悲, 依从, 拘泥, 忠贞, 据为己有, 倚赖, 贞洁, 辩才, 纯朴",0.609
贵州,上海,"夸口, 谋反, 好大喜功, 招摇, 吝啬, 爱民如子, 据为己有, 夸大, 自满, 怠慢",-1.024
贵州,东北,"浪费, 短见, 拖延, 倚赖, 舍得, 盲目, 锐意, 可靠, 牟利, 廉洁",-0.156
贵州,云南,"偷工减料, 信誉, 寒酸, 实用, 节俭, 可靠, 诚信, 牟利, 墨守成规, 吝啬",0.181
贵州,内蒙古,"拜金, 短见, 俗气, 节俭, 品质, 舍得, 偷工减料, 小气, 奢侈, 花里胡哨",-0.667
贵州,北京,"贪欲, 贪心, 逞强, 短见, 吝啬, 自满, 鲁莽, 财迷心窍, 求知欲, 贪得无厌",-1.262
贵州,台湾,"寒微, 豪爽, 舍得, 吝啬, 怠慢, 谨慎, 稳妥, 豪迈, 实干, 洒脱",0.584
贵州,吉林,"招摇, 偷工减料, 节俭, 奢侈, 舍得, 守约, 小气, 浪费, 倚赖, 吝啬",-0.546
贵州,四川,"节俭, 浪费, 奢侈, 牟利, 财迷心窍, 寒酸, 品质, 偷工减料, 实用, 黑心",-0.667
贵州,天津,"短见, 节俭, 贪心, 贪欲, 愚昧, 守约, 鲁莽, 奢侈, 吝啬, 舍得",-0.714
贵州,宁夏,"牟利, 寒酸, 短见, 偷工减料, 拜金, 俗气, 黑心, 舍得, 实在, 阔绰",-0.93
贵州,安徽,"品质, 奢侈, 浪费, 独一无二, 独特, 稳定, 纯正, 黑心, 偷工减料, 实用",0.152
贵州,山东,"偷工减料, 奢侈, 浮夸, 节俭, 黑心, 媚俗, 俗气, 招摇, 单调, 拜金",-1.157
贵州,山西,"品质, 浮夸, 流畅, 短见, 花里胡哨, 奢侈, 恶劣, 浪费, 独立, 偷工减料",-0.713
贵州,广东,"吝啬, 贪婪, 敢于, 品质, 贪欲, 忸怩, 夸口, 浪费, 俭朴, 贪得无厌",-0.56
贵州,广西,"节俭, 吝啬, 品质, 俭朴, 小气, 舍得, 苛刻, 童叟无欺, 奢侈, 谨慎",0.286
贵州,新疆,"吝啬, 逞强, 在所不惜, 拖延, 舍得, 廉洁, 节俭, 自负, 拘泥, 短见",-0.347
贵州,江苏,"黑心, 偷工减料, 招摇, 廉洁, 俗气, 媚俗, 节俭, 好大喜功, 俭朴, 醇厚",-0.287
贵州,江西,"品质, 实用, 奢侈, 完美, 随便, 纯正, 黑心, 浪费, 稳定, 可靠",0.492
贵州,河北,"奢侈, 节俭, 短见, 吝啬, 小气, 拜金, 浪费, 俗气, 品味, 浮夸",-0.874
贵州,河南,"奢侈, 舍得, 品质, 浪费, 幽雅, 成熟, 独特, 灵活, 实用, 吝啬",0.503
贵州,浙江,"醇厚, 奢侈, 酗酒, 招摇, 偷工减料, 夸大, 吝啬, 好大喜功, 刚愎自用, 好色",-1.318
贵州,海南,"可靠, 偷工减料, 吝啬, 实用, 小气, 浪费, 拖拉, 随便, 流畅, 好学",-0.054
贵州,湖北,"奢侈, 品质, 节俭, 寒酸, 浪费, 偷工减料, 品味, 幽雅, 独特, 俗气",0.002
贵州,湖南,"奢侈, 品质, 吝啬, 单调, 功德, 实用, 舍得, 夸张, 流畅, 寒酸",0.165
贵州,澳门,"舍得, 厚道, 拖拉, 吝啬, 耿直, 豪爽, 缺德, 单调, 本分, 朴实",0.262
贵州,甘肃,"实用, 品质, 信誉, 童叟无欺, 流畅, 奢侈, 节俭, 浪费, 黑心, 品味",0.514
贵州,福建,"奢侈, 品质, 吝啬, 媚俗, 夸张, 苛刻, 实用, 坦率, 幽雅, 随便",0.019
贵州,西藏,"信誉, 准时, 倚老卖老, 上进, 实干, 浪费, 黑心, 诚信, 偷工减料, 吝啬",0.038
贵州,辽宁,"偷工减料, 奢侈, 节俭, 小气, 吝啬, 舍得, 品质, 短见, 黑心, 俗气",-0.738
贵州,重庆,"浪费, 品质, 稳定, 徇私舞弊, 中饱私囊, 寒酸, 清贫, 黑心, 实用, 滥竽充数",-0.796
贵州,陕西,"黑心, 拜金, 品质, 奢侈, 浮夸, 节俭, 浪费, 偷工减料, 坦承, 俗气",-0.677
贵州,青海,"偷工减料, 可靠, 检点, 好学, 实用, 信誉, 节俭, 鬼才, 童叟无欺, 流畅",1.057
贵州,香港,"专一, 耿直, 吝啬, 舍得, 单调, 牛脾气, 短见, 豪爽, 本分, 清贫",0.118
贵州,黑龙江,"拘泥, 奢侈, 节俭, 墨守成规, 忠孝, 倚赖, 吝啬, 俭朴, 爱民如子, 短见",0.087
辽宁,上海,"骁勇, 硬汉, 谋反, 血气方刚, 刚毅, 忠义, 上下一心, 踌躇满志, 好大喜功, 正气",1.102
辽宁,东北,"锐意, 沉迷, 灰心, 悔恨, 鞭策, 警醒, 拖延, 无悔, 晚节, 重蹈覆辙",-0.461
辽宁,云南,"硬汉, 素养, 素质, 志愿, 硬朗, 低能, 耐力, 刻苦, 抄袭, 专一",0.654
辽宁,内蒙古,"气节, 中庸, 倚老卖老, 上下一心, 晚节, 好胜心, 拚搏, 锐气, 血气方刚, 锐意",0.566
辽宁,北京,"骁勇, 拚搏, 好胜心, 上下一心, 血气方刚, 锐气, 穷凶极恶, 见义勇为, 顽强, 持平",0.95
辽宁,台湾,"骁勇, 硬朗, 刻苦, 豪爽, 铁汉, 鞭策, 灰心, 耐力, 刚毅, 豪迈",1.292
辽宁,吉林,"骁勇, 昏庸, 血气方刚, 据理力争, 硬汉, 闻风丧胆, 忠义, 侠义, 上下一心, 锐气",0.884
辽宁,四川,"拚搏, 素养, 耐力, 硬朗, 素质, 硬汉, 惰性, 活跃, 低能, 消极",0.404
辽宁,天津,"骁勇, 上下一心, 谋略, 谋反, 穷凶极恶, 忠诚, 素养, 鲁莽, 果敢, 敏捷",0.476
辽宁,宁夏,"刻苦, 素质, 拚搏, 端正, 素养, 人品, 渊博, 志愿, 才华, 中立",1.318
辽宁,安徽,"上下一心, 团结, 稳定, 低能, 锐意, 中肯, 消极, 硬汉, 素质, 中立",0.564
辽宁,山东,"拚搏, 沉迷, 无悔, 平常心, 活跃, 踏实, 明朗, 消极, 主观, 警醒",0.685
辽宁,山西,"拚搏, 敏捷, 友好, 流畅, 中肯, 顽强, 积极, 活跃, 主观, 素质",1.363
辽宁,广东,"气量, 短处, 警惕, 本分, 中立, 锐气, 忠诚, 坚毅, 持平, 晚节",0.545
辽宁,广西,"硬汉, 短处, 友好, 素养, 本分, 忠诚, 上下一心, 惰性, 气量, 博学",0.975
辽宁,新疆,"气节, 晚节, 窝囊, 骨气, 持平, 节制, 明察秋毫, 忠义, 息事宁人, 警醒",0.51
辽宁,江苏,"硬汉, 拚搏, 好大喜功, 骁勇, 硬朗, 悔改, 朴实无华, 上下一心, 正气, 消极",0.909
辽宁,江西,"完美, 耐力, 硬汉, 友好, 坚持, 实用, 恒心, 卧薪尝胆, 狂暴, 脆弱",1.026
辽宁,河北,"豪放, 拚搏, 拜金, 懒虫, 中肯, 浪漫, 一针见血, 忠诚, 低能, 体贴入微",0.626
辽宁,河南,"拚搏, 硬汉, 铁汉, 细腻, 刻苦, 细致, 凶猛, 悉心, 血气方刚, 灵活",1.121
辽宁,浙江,"硬汉, 铁汉, 骁勇, 硬朗, 刚愎自用, 威风凛凛, 好大喜功, 血气方刚, 粗野, 稚嫩",0.349
辽宁,海南,"友爱, 忠诚, 团结, 本分, 专一, 中庸, 果断, 仁爱, 友好, 硬汉",1.574
辽宁,湖北,"素质, 素养, 硬汉, 完美, 拚搏, 刻苦, 警醒, 短处, 公平, 惰性",0.817
辽宁,湖南,"硬汉, 骁勇, 威风凛凛, 铁汉, 硬朗, 狂暴, 耐力, 忠诚, 趁火打劫, 上下一心",0.803
辽宁,澳门,"本分, 文静, 专一, 顽强, 气节, 耿直, 豪爽, 牛脾气, 木讷, 刚强",0.885
辽宁,甘肃,"素养, 素质, 幽默, 抄袭, 实用, 硬汉, 流畅, 专一, 好学, 明察秋毫",1.092
辽宁,福建,"硬汉, 气量, 硬朗, 耐力, 骁勇, 豪放, 刚强, 刻苦, 刚毅, 恒心",1.588
辽宁,西藏,"上进, 倚老卖老, 素质, 窝囊, 上下一心, 锐意, 冲劲, 锐气, 灰心, 口才",0.273
辽宁,贵州,"硬汉, 血气方刚, 锐气, 骁勇, 素养, 刚毅, 中立, 恩爱, 强硬, 踌躇满志",1.15
辽宁,重庆,"骁勇, 气节, 顽强, 素质, 素养, 耐力, 拚搏, 敏捷, 中立, 忠诚",1.28
辽宁,陕西,"拚搏, 素质, 志愿, 持平, 消极, 低能, 中肯, 素养, 专一, 友爱",0.622
辽宁,青海,"素质, 素养, 谋略, 才华横溢, 卧薪尝胆, 幽默, 据理力争, 一针见血, 上进, 中肯",1.316
辽宁,香港,"本分, 牛脾气, 专一, 文静, 气节, 血气方刚, 气量, 鞭策, 耿直, 豪放",0.946
辽宁,黑龙江,"上下一心, 谋略, 进取, 骁勇, 忠义, 忠烈, 忠孝, 气节, 卧薪尝胆, 昏庸",1.415
重庆,上海,"逞强, 招摇, 守约, 私欲, 夸口, 豪迈, 吹牛, 硬汉, 腼腆, 铁汉",-0.036
重庆,东北,"招摇, 拖延, 倚赖, 坦承, 重蹈覆辙, 依赖, 鞭策, 舍得, 恣意, 单纯",-0.108
重庆,云南,"人情味, 仁爱, 健谈, 倚老卖老, 怀旧, 鞭策, 外向, 硬汉, 博爱, 守约",1.029
重庆,内蒙古,"人情味, 倚老卖老, 花里胡哨, 招摇, 浪漫, 泰然, 达观, 务实, 乐天, 舍得",0.483
重庆,北京,"逞强, 贪欲, 守约, 忘我, 依赖, 贪心, 豪放, 求知欲, 私欲, 招摇",-0.243
重庆,台湾,"豪爽, 洒脱, 铁汉, 癫狂, 逞强, 拘束, 鞭策, 絮叨, 豪放, 守约",0.352
重庆,吉林,"守约, 招摇, 依赖, 糜烂, 花里胡哨, 舍得, 任性, 薄情, 勾心斗角, 倚赖",-0.876
重庆,四川,"招摇, 准时, 倚老卖老, 体贴入微, 健谈, 拘束, 鞭策, 坦承, 慈善, 踏实",0.711
重庆,天津,"守约, 贪欲, 短见, 舍得, 薄情, 虔诚, 逞强, 花里胡哨, 酗酒, 依恋",-0.556
重庆,宁夏,"健谈, 卖弄, 拘束, 扯谎, 辩才, 守约, 花里胡哨, 独善其身, 坦承, 外向",0.202
重庆,安徽,"团结, 人情味, 乐天, 情绪化, 怀旧, 铁汉, 叛逆, 独一无二, 舍得, 浮躁",0.457
重庆,山东,"恣意, 招摇, 人情味, 任性, 坦承, 糜烂, 泰然, 浮夸, 花里胡哨, 浪漫",-0.152
重庆,山西,"依恋, 逞强, 花里胡哨, 守约, 浮夸, 怀旧, 浪漫, 恣意, 任性, 单纯",0.068
重庆,广东,"敢于, 贪欲, 絮叨, 恣意, 招摇, 忸怩, 矜持, 逞强, 拘束, 坦诚",-0.253
重庆,广西,"絮叨, 健谈, 唠叨, 拘束, 扯谎, 舍得, 达观, 仁爱, 人情味, 坦诚",0.4
重庆,新疆,"逞强, 拘束, 寡言, 泰然, 节制, 在所不惜, 拖延, 达观, 独善其身, 舍得",0.023
重庆,江苏,"招摇, 酗酒, 花里胡哨, 硬汉, 糜烂, 铁汉, 恣意, 浮夸, 悔改, 逞强",-0.669
重庆,江西,"依赖, 浪漫, 单纯, 随便, 脆弱, 仁爱, 守约, 说谎, 团结, 逞强",0.425
重庆,河北,"浪漫, 人情味, 任性, 依恋, 奢侈, 依赖, 花里胡哨, 怀旧, 浮夸, 感性",-0.037
重庆,河南,"浪漫, 铁汉, 舍得, 依赖, 成熟, 守约, 任性, 坦承, 单纯, 人情味",0.904
重庆,浙江,"酗酒, 招摇, 铁汉, 逞强, 守约, 扯谎, 害羞, 迎合, 说谎, 任性",-0.698
重庆,海南,"团结, 仁爱, 友爱, 博爱, 矜持, 内向, 糜烂, 谦让, 可靠, 幽默",1.082
重庆,湖北,"奢侈, 浪漫, 守约, 品味, 酗酒, 成熟, 花里胡哨, 实践, 挥霍, 恣意",0.089
重庆,湖南,"铁汉, 絮叨, 吹牛, 舍得, 硬汉, 扯谎, 虔诚, 唠叨, 花里胡哨, 贪欲",-0.351
重庆,澳门,"絮叨, 耿直, 文静, 寡言, 豪爽, 逞强, 舍得, 唠叨, 豪迈, 专一",0.409
重庆,甘肃,"浪漫, 人情味, 健谈, 怀旧, 癖好, 幽默, 单纯, 绅士, 招摇, 花里胡哨",0.559
重庆,福建,"拘束, 任性, 招摇, 奔放, 矜持, 浪漫, 恣意, 酗酒, 坦率, 逞强",-0.151
重庆,西藏,"倚老卖老, 准时, 健谈, 泼妇, 口才, 唠叨, 信誉, 守约, 人情味, 远见",0.566
重庆,贵州,"铁汉, 宁静, 泼妇, 仁爱, 硬汉, 泰然, 絮叨, 流氓, 感性, 寡言",0.196
重庆,辽宁,"守约, 扯谎, 招摇, 拘束, 任性, 舍得, 恣意, 人情味, 逞强, 怕羞",-0.36
重庆,陕西,"坦承, 浪漫, 健谈, 浮夸, 癖好, 人情味, 怀旧, 任性, 外向, 从良",0.498
重庆,青海,"鬼才, 坦承, 健谈, 准时, 口才, 守约, 幽默, 诡辩, 泼妇, 内向",0.564
重庆,香港,"耿直, 逞强, 专一, 文静, 健谈, 豪放, 絮叨, 鞭策, 豪爽, 腼腆",0.78
重庆,黑龙江,"拘泥, 忠孝, 守约, 奉承, 招摇, 倚赖, 逢迎, 拘束, 人情味, 墨守成规",-0.171
陕西,上海,"谋反, 骁勇, 迟疑, 慌忙, 谋略, 怠慢, 凝重, 豪迈, 好大喜功, 英明",-0.174
陕西,东北,"重蹈覆辙, 迟疑, 拖延, 踌躇, 匆忙, 慌张, 惶恐, 涣散, 杰出, 慌忙",-0.759
陕西,云南,"鞭策, 自信心, 远见, 进取, 重蹈覆辙, 心术, 锐气, 谋略, 激进, 使命感",0.725
陕西,内蒙古,"远见, 忠烈, 忠孝, 锐气, 谋略, 中庸, 进取, 仁义, 明理, 心术",1.269
陕西,北京,"贪欲, 锐气, 冲动, 莽撞, 进取, 谋略, 豪迈, 逞强, 虔诚, 贪心",-0.093
陕西,台湾,"骁勇, 怠慢, 寒微, 张扬, 慌张, 豪迈, 豪爽, 坚毅, 鞭策, 警惕",0.41
陕西,吉林,"谋反, 招摇, 忠烈, 昏庸, 守约, 仁义, 锐气, 闻风丧胆, 猜忌, 骁勇",0.105
陕西,四川,"怠慢, 鞭策, 迟疑, 警醒, 踌躇, 恍惚, 惶恐, 混账, 踏实, 慌忙",-0.525
陕西,天津,"谋反, 谋略, 英明, 功德, 心狠手辣, 远见, 忠烈, 骁勇, 短见, 虔诚",0.664
陕西,宁夏,"辩才, 怠慢, 谋略, 匆忙, 仁义, 敬重, 不凡, 谋反, 张扬, 慌忙",0.357
陕西,安徽,"重蹈覆辙, 上下一心, 好大喜功, 团结, 功德, 谋反, 晦涩, 昏庸, 雍容, 野心",-0.228
陕西,山东,"晦涩, 招摇, 恣意, 笃定, 踏实, 重蹈覆辙, 警醒, 淡漠, 懵懂, 小心翼翼",-0.253
陕西,山西,"仔细, 随意, 小心翼翼, 张扬, 残忍, 晦涩, 明快, 猖狂, 守约, 实在",-0.031
陕西,广东,"算计, 迟疑, 小心翼翼, 雍容, 贪婪, 警惕, 胆怯, 张扬, 坚毅, 怠慢",-0.483
陕西,广西,"小心翼翼, 谨慎, 算计, 心术, 晦涩, 贪婪, 凝重, 警惕, 重蹈覆辙, 张扬",-0.715
